KE_TITLE,KE_CHUNK,MESH_TITLE,SCORE
"Blood loss and development of anemia, Impaired oxygen delivery and nutrient delivery to tissue, impaired carbon dioxide and waste product removal",Impaired oxygen delivery,Oxygen Consumption,0.6682323813438416
"Blood loss and development of anemia, Impaired oxygen delivery and nutrient delivery to tissue, impaired carbon dioxide and waste product removal",Impaired oxygen delivery,Hypoxia,0.66539067029953
"Blood loss and development of anemia, Impaired oxygen delivery and nutrient delivery to tissue, impaired carbon dioxide and waste product removal",nutrient delivery,Nutrients,0.7387024164199829
"Blood loss and development of anemia, Impaired oxygen delivery and nutrient delivery to tissue, impaired carbon dioxide and waste product removal",nutrient delivery,Nutritional Physiological Phenomena,0.6776500940322876
"Blood loss and development of anemia, Impaired oxygen delivery and nutrient delivery to tissue, impaired carbon dioxide and waste product removal",nutrient delivery,Food Supply,0.6623953580856323
"Blood loss and development of anemia, Impaired oxygen delivery and nutrient delivery to tissue, impaired carbon dioxide and waste product removal",impaired carbon dioxide and waste product removal,Carbon Dioxide,0.5324388742446899
"Blood loss and development of anemia, Impaired oxygen delivery and nutrient delivery to tissue, impaired carbon dioxide and waste product removal",impaired carbon dioxide and waste product removal,Waste Products,0.5284031629562378
"Blood loss and development of anemia, Impaired oxygen delivery and nutrient delivery to tissue, impaired carbon dioxide and waste product removal",impaired carbon dioxide and waste product removal,Carbon Monoxide Poisoning,0.5131447315216064
"Hemostasis, Depletion from blood of fully functional carboxylated clotting factors",Hemostasis,Hemostasis,0.9999998807907104
"Hemostasis, Depletion from blood of fully functional carboxylated clotting factors",Hemostasis,Hemostatics,0.9213489890098572
"Hemostasis, Depletion from blood of fully functional carboxylated clotting factors",Hemostasis,Hemostatic Techniques,0.8570520877838135
"Hemostasis, Depletion from blood of fully functional carboxylated clotting factors",Depletion,Lymphocyte Depletion,0.6898884177207947
"Hemostasis, Depletion from blood of fully functional carboxylated clotting factors",Depletion,Ozone Depletion,0.6270573139190674
"Hemostasis, Depletion from blood of fully functional carboxylated clotting factors",Depletion,Dehydration,0.5733026266098022
"Hemostasis, Depletion from blood of fully functional carboxylated clotting factors",blood,Blood,1.0
"Hemostasis, Depletion from blood of fully functional carboxylated clotting factors",blood,Blood Cells,0.806742787361145
"Hemostasis, Depletion from blood of fully functional carboxylated clotting factors",blood,Blood Volume,0.71281898021698
"Hemostasis, Depletion from blood of fully functional carboxylated clotting factors",functional,Functional Medicine,0.6159695386886597
"Hemostasis, Depletion from blood of fully functional carboxylated clotting factors",functional,Functional Status,0.5918034315109253
"Hemostasis, Depletion from blood of fully functional carboxylated clotting factors",functional,Recovery of Function,0.57541823387146
"Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone",Irreversible inhibition,Reactive Inhibition,0.5817254781723022
"Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone",Irreversible inhibition,Enzyme Inhibitors,0.543083667755127
"Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone",Irreversible inhibition,"Inactivation, Metabolic",0.5329757928848267
"Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone",hepatic VKOR,Hepatovirus,0.6322957277297974
"Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone",hepatic VKOR,Hepatic Veno-Occlusive Disease,0.5881649255752563
"Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone",hepatic VKOR,Hepatitis,0.5685006976127625
"Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone",AR,Arum,0.6679844260215759
"Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone",AR,Acer,0.6210960149765015
"Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone",AR,Aralia,0.6189267039299011
"Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone",tyrosine,Tyrosine,1.0000001192092896
"Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone",tyrosine,Tyrosinemias,0.8382110595703125
"Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone",tyrosine,Tyrosine Transaminase,0.7836934328079224
"Under carboxylated clotting factors will not assemble on cell surfaces to form clot, Failure of secondary hemostasis  ",Failure,Treatment Failure,0.6653688549995422
"Under carboxylated clotting factors will not assemble on cell surfaces to form clot, Failure of secondary hemostasis  ",Failure,Prosthesis Failure,0.6272161602973938
"Under carboxylated clotting factors will not assemble on cell surfaces to form clot, Failure of secondary hemostasis  ",Failure,Equipment Failure,0.6047172546386719
"Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone",cycle vitamin K epoxide,Vitamin K Epoxide Reductases,0.8254098892211914
"Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone",cycle vitamin K epoxide,Vitamin K,0.6336965560913086
"Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone",cycle vitamin K epoxide,Vitamin E,0.6187134981155396
"Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone",K,Koro,0.5982773303985596
"Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone",K,Vitamin K,0.5839954018592834
"Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone",K,Kefir,0.5794044733047485
"Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone",vitamin K hydroquinone,Hydroquinones,0.7474683523178101
"Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone",vitamin K hydroquinone,NAD(P)H Dehydrogenase (Quinone),0.6545466184616089
"Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone",vitamin K hydroquinone,Hydroxyquinolines,0.6358842849731445
"Reduced fitness or even mortality, Acidosis, hypovolemic shock and organ dysfunction",Reduced fitness,Reduced Folate Carrier Protein,0.5529623031616211
"Reduced fitness or even mortality, Acidosis, hypovolemic shock and organ dysfunction",Reduced fitness,"Diet, Reducing",0.5295029282569885
"Reduced fitness or even mortality, Acidosis, hypovolemic shock and organ dysfunction",Reduced fitness,Low Socioeconomic Status,0.4907785654067993
"Reduced fitness or even mortality, Acidosis, hypovolemic shock and organ dysfunction",mortality,Mortality,0.9999999403953552
"Reduced fitness or even mortality, Acidosis, hypovolemic shock and organ dysfunction",mortality,Hospital Mortality,0.7980680465698242
"Reduced fitness or even mortality, Acidosis, hypovolemic shock and organ dysfunction",mortality,Maternal Mortality,0.7105910778045654
"Reduced fitness or even mortality, Acidosis, hypovolemic shock and organ dysfunction",Acidosis,Acidosis,1.0
"Reduced fitness or even mortality, Acidosis, hypovolemic shock and organ dysfunction",Acidosis,"Acidosis, Respiratory",0.8400492668151855
"Reduced fitness or even mortality, Acidosis, hypovolemic shock and organ dysfunction",Acidosis,Alkalosis,0.7813544273376465
"Reduced fitness or even mortality, Acidosis, hypovolemic shock and organ dysfunction",hypovolemic shock,Hypovolemia,0.9043825268745422
"Reduced fitness or even mortality, Acidosis, hypovolemic shock and organ dysfunction",hypovolemic shock,Hypotension,0.7675615549087524
"Reduced fitness or even mortality, Acidosis, hypovolemic shock and organ dysfunction",hypovolemic shock,Hypokalemia,0.7106594443321228
"Reduced fitness or even mortality, Acidosis, hypovolemic shock and organ dysfunction",organ dysfunction,Organ Dysfunction Scores,0.8604221343994141
"Reduced fitness or even mortality, Acidosis, hypovolemic shock and organ dysfunction",organ dysfunction,Multiple Organ Failure,0.80455082654953
"Reduced fitness or even mortality, Acidosis, hypovolemic shock and organ dysfunction",organ dysfunction,Liver Failure,0.6704401969909668
"Impaired recruitment , Population trajectory",Impaired recruitment,Physician Impairment,0.4496676027774811
"Impaired recruitment , Population trajectory",Impaired recruitment,Professional Impairment,0.44839030504226685
"Impaired recruitment , Population trajectory",Impaired recruitment,Leukocyte Migration-Inhibitory Factors,0.44087255001068115
"Impaired recruitment , Population trajectory",Population trajectory,Population Characteristics,0.6830950975418091
"Impaired recruitment , Population trajectory",Population trajectory,Population Dynamics,0.6727596521377563
"Impaired recruitment , Population trajectory",Population trajectory,Population Growth,0.6278666257858276
"Uncoupling of oxidative phosphorylation, Reduced ability to generate ATP",Uncoupling,Uncoupling Agents,0.835281252861023
"Uncoupling of oxidative phosphorylation, Reduced ability to generate ATP",Uncoupling,Uncoupling Protein 2,0.731006383895874
"Uncoupling of oxidative phosphorylation, Reduced ability to generate ATP",Uncoupling,Uncoupling Protein 1,0.7235811948776245
"Uncoupling of oxidative phosphorylation, Reduced ability to generate ATP",oxidative phosphorylation,Oxidative Phosphorylation,1.0
"Uncoupling of oxidative phosphorylation, Reduced ability to generate ATP",oxidative phosphorylation,Oxidative Phosphorylation Coupling Factors,0.8920080661773682
"Uncoupling of oxidative phosphorylation, Reduced ability to generate ATP",oxidative phosphorylation,Phosphorylation,0.7288836240768433
"Uncoupling of oxidative phosphorylation, Reduced ability to generate ATP",Reduced ability,Mobility Limitation,0.5896179676055908
"Uncoupling of oxidative phosphorylation, Reduced ability to generate ATP",Reduced ability,"Vision, Low",0.5191977024078369
"Uncoupling of oxidative phosphorylation, Reduced ability to generate ATP",Reduced ability,Cognitive Dysfunction,0.508630096912384
"Uncoupling of oxidative phosphorylation, Reduced ability to generate ATP",ATP,Atriplex,0.6446151733398438
"Uncoupling of oxidative phosphorylation, Reduced ability to generate ATP",ATP,ATP-Dependent Proteases,0.6258528232574463
"Uncoupling of oxidative phosphorylation, Reduced ability to generate ATP",ATP,Atropa,0.6004925966262817
"Increased, Inhibitory postsynaptic potential",Increased,Up-Regulation,0.6044554114341736
"Increased, Inhibitory postsynaptic potential",Increased,Cell Enlargement,0.5663297176361084
"Increased, Inhibitory postsynaptic potential",Increased,Acceleration,0.5250891447067261
"Increased, water retention in foot",water retention,Water Movements,0.7304778695106506
"Increased, water retention in foot",water retention,Conservation of Water Resources,0.7195959687232971
"Increased, water retention in foot",water retention,Water,0.7180622220039368
"Increased, water retention in foot",foot,Foot,1.0000001192092896
"Increased, water retention in foot",foot,Foot Joints,0.7859111428260803
"Increased, water retention in foot",foot,Foot Injuries,0.737905740737915
"Decreased, Ovarian E2",Decreased,Down-Regulation,0.5955098867416382
"Decreased, Ovarian E2",Decreased,Deceleration,0.49383389949798584
"Decreased, Ovarian E2",Decreased,Down Syndrome,0.46946007013320923
"Decreased, Reproductive Success",Reproductive Success,Reproductive History,0.7135859727859497
"Decreased, Reproductive Success",Reproductive Success,Reproduction,0.7124820947647095
"Decreased, Reproductive Success",Reproductive Success,Reproductive Behavior,0.6684771180152893
"Hemostasis, Depletion from blood of fully functional carboxylated clotting factors",Depletion,Lymphocyte Depletion,0.6898884177207947
"Hemostasis, Depletion from blood of fully functional carboxylated clotting factors",Depletion,Ozone Depletion,0.6270573139190674
"Hemostasis, Depletion from blood of fully functional carboxylated clotting factors",Depletion,Dehydration,0.5733026266098022
"Depletion, energy reserves",energy,Energy-Generating Resources,0.7741021513938904
"Depletion, energy reserves",energy,Energy Transfer,0.7401648759841919
"Depletion, energy reserves",energy,Renewable Energy,0.7339838147163391
"Osteoporosis and vascular calcification, Bone deterioration",Osteoporosis,Osteoporosis,1.0
"Osteoporosis and vascular calcification, Bone deterioration",Osteoporosis,Osteoporotic Fractures,0.8844611644744873
"Osteoporosis and vascular calcification, Bone deterioration",Osteoporosis,"Osteoporosis, Postmenopausal",0.830901026725769
"Osteoporosis and vascular calcification, Bone deterioration",vascular calcification,Vascular Calcification,0.9999998807907104
"Osteoporosis and vascular calcification, Bone deterioration",vascular calcification,"Calcification, Physiologic",0.701351523399353
"Osteoporosis and vascular calcification, Bone deterioration",vascular calcification,Tooth Calcification,0.6879135370254517
"Osteoporosis and vascular calcification, Bone deterioration",Bone deterioration,"Bone Demineralization, Pathologic",0.7564791440963745
"Osteoporosis and vascular calcification, Bone deterioration",Bone deterioration,Bone Malalignment,0.7073493003845215
"Osteoporosis and vascular calcification, Bone deterioration",Bone deterioration,Bone Diseases,0.6927852034568787
"Inhibition, Cyclooxygenase 1 activity",Inhibition,Reactive Inhibition,0.7180466651916504
"Inhibition, Cyclooxygenase 1 activity",Inhibition,Neural Inhibition,0.6898154020309448
"Inhibition, Cyclooxygenase 1 activity",Inhibition,Proactive Inhibition,0.6867852210998535
"Inhibition, Iodotyrosine deiodinase (IYD)",Iodotyrosine deiodinase,Iodothyronine Deiodinase Type II,0.8707665205001831
"Inhibition, Iodotyrosine deiodinase (IYD)",Iodotyrosine deiodinase,Diiodothyronines,0.7481668591499329
"Inhibition, Iodotyrosine deiodinase (IYD)",Iodotyrosine deiodinase,Diiodotyrosine,0.6868178844451904
"Inhibition, Iodotyrosine deiodinase (IYD)",IYD,Iodates,0.6044481992721558
"Inhibition, Iodotyrosine deiodinase (IYD)",IYD,CD-I,0.5970933437347412
"Inhibition, Iodotyrosine deiodinase (IYD)",IYD,Iodine,0.5849811434745789
"Inhibition, Cyclooxygenase 1 activity",Inhibition,Reactive Inhibition,0.7180466651916504
"Inhibition, Cyclooxygenase 1 activity",Inhibition,Neural Inhibition,0.6898154020309448
"Inhibition, Cyclooxygenase 1 activity",Inhibition,Proactive Inhibition,0.6867852210998535
"Inhibition, Deiodinase 3",Deiodinase,Iodothyronine Deiodinase Type II,0.7879189848899841
"Inhibition, Deiodinase 3",Deiodinase,Diiodothyronines,0.6160358786582947
"Inhibition, Deiodinase 3",Deiodinase,Diiodotyrosine,0.5752965807914734
"Increased, Inhibitory postsynaptic potential",Increased,Up-Regulation,0.6044554114341736
"Increased, Inhibitory postsynaptic potential",Increased,Cell Enlargement,0.5663297176361084
"Increased, Inhibitory postsynaptic potential",Increased,Acceleration,0.5250891447067261
"Increased, Triiodothyronine (T3) in tissues",Triiodothyronine,Triiodothyronine,0.9999998807907104
"Increased, Triiodothyronine (T3) in tissues",Triiodothyronine,"Triiodothyronine, Reverse",0.9342514276504517
"Increased, Triiodothyronine (T3) in tissues",Triiodothyronine,Diiodothyronines,0.8591253757476807
"Increased, Triiodothyronine (T3) in tissues",T3,3T3 Cells,0.7390826344490051
"Increased, Triiodothyronine (T3) in tissues",T3,BALB 3T3 Cells,0.6955294013023376
"Increased, Triiodothyronine (T3) in tissues",T3,3T3-L1 Cells,0.6101464629173279
"Inhibition, Cyclooxygenase 1 activity",Inhibition,Reactive Inhibition,0.7180466651916504
"Inhibition, Cyclooxygenase 1 activity",Inhibition,Neural Inhibition,0.6898154020309448
"Inhibition, Cyclooxygenase 1 activity",Inhibition,Proactive Inhibition,0.6867852210998535
"Inhibition, Pendrin",Pendrin,Proteus penneri,0.6128619909286499
"Inhibition, Pendrin",Pendrin,Pentoses,0.6045398116111755
"Inhibition, Pendrin",Pendrin,Pennisetum,0.5872005224227905
"Inhibition, Cyclooxygenase 1 activity",Inhibition,Reactive Inhibition,0.7180466651916504
"Inhibition, Cyclooxygenase 1 activity",Inhibition,Neural Inhibition,0.6898154020309448
"Inhibition, Cyclooxygenase 1 activity",Inhibition,Proactive Inhibition,0.6867852210998535
"Inhibition, Dual oxidase",Dual oxidase,Dual Oxidases,0.9728732109069824
"Inhibition, Dual oxidase",Dual oxidase,Alternative Oxidase,0.7822812795639038
"Inhibition, Dual oxidase",Dual oxidase,Oxidoreductases,0.7469544410705566
"Activation, Glutamate-gated chloride channels",Activation,Activation Analysis,0.7367744445800781
"Activation, Glutamate-gated chloride channels",Activation,"Activation, Metabolic",0.7045129537582397
"Activation, Glutamate-gated chloride channels",Activation,Enzyme Activation,0.6919927597045898
"Activation, Hepatic nuclear receptor(s)",Hepatic nuclear receptor,Hepatocyte Nuclear Factors,0.8043894171714783
"Activation, Hepatic nuclear receptor(s)",Hepatic nuclear receptor,Hepatocyte Nuclear Factor 1,0.7985955476760864
"Activation, Hepatic nuclear receptor(s)",Hepatic nuclear receptor,Hepatocyte Nuclear Factor 1-alpha,0.7668997049331665
"Activation, Hepatic nuclear receptor(s)",s,S Phase,0.6020150184631348
"Activation, Hepatic nuclear receptor(s)",s,SRS-A,0.5369685888290405
"Activation, Hepatic nuclear receptor(s)",s,Id,0.48808979988098145
"Increased, Inhibitory postsynaptic potential",Increased,Up-Regulation,0.6044554114341736
"Increased, Inhibitory postsynaptic potential",Increased,Cell Enlargement,0.5663297176361084
"Increased, Inhibitory postsynaptic potential",Increased,Acceleration,0.5250891447067261
"Increased, Hepatic thyroid hormone uptake/transport",Hepatic thyroid hormone uptake/transport,Thyroid Hormone-Binding Proteins,0.68055260181427
"Increased, Hepatic thyroid hormone uptake/transport",Hepatic thyroid hormone uptake/transport,"Receptors, Thyroid Hormone",0.675088107585907
"Increased, Hepatic thyroid hormone uptake/transport",Hepatic thyroid hormone uptake/transport,Thyroxine-Binding Proteins,0.6726638078689575
"Increased, Inhibitory postsynaptic potential",Increased,Up-Regulation,0.6044554114341736
"Increased, Inhibitory postsynaptic potential",Increased,Cell Enlargement,0.5663297176361084
"Increased, Inhibitory postsynaptic potential",Increased,Acceleration,0.5250891447067261
"Decreased, Reproductive Success",Reproductive Success,Reproductive History,0.7135859727859497
"Decreased, Reproductive Success",Reproductive Success,Reproduction,0.7124820947647095
"Decreased, Reproductive Success",Reproductive Success,Reproductive Behavior,0.6684771180152893
"Increased, Inhibitory postsynaptic potential",Increased,Up-Regulation,0.604455292224884
"Increased, Inhibitory postsynaptic potential",Increased,Cell Enlargement,0.5663295984268188
"Increased, Inhibitory postsynaptic potential",Increased,Acceleration,0.5250890851020813
"Increased, Population",Population,Population,1.0000001192092896
"Increased, Population",Population,Population Groups,0.7456193566322327
"Increased, Population",Population,Population Characteristics,0.7051440477371216
"Anticoagulant rodenticide interferes with carboxylation of Gla proteins in bone, Impairment of post-translational modification (carboxylation) of osteocalcin",Anticoagulant rodenticide,Rodenticides,0.684445858001709
"Anticoagulant rodenticide interferes with carboxylation of Gla proteins in bone, Impairment of post-translational modification (carboxylation) of osteocalcin",Anticoagulant rodenticide,Anticoagulants,0.6114071607589722
"Anticoagulant rodenticide interferes with carboxylation of Gla proteins in bone, Impairment of post-translational modification (carboxylation) of osteocalcin",Anticoagulant rodenticide,Antimutagenic Agents,0.5949599742889404
"Failure in gamma-glutamyl carboxylation of  clotting factors II, VII, IX and X, Under carboxylation of clotting factors (e.g., des-gamma-carboxy prothrombin) ",carboxylation,Carboxylic Acids,0.8078740835189819
"Failure in gamma-glutamyl carboxylation of  clotting factors II, VII, IX and X, Under carboxylation of clotting factors (e.g., des-gamma-carboxy prothrombin) ",carboxylation,Decarboxylation,0.7576199769973755
"Failure in gamma-glutamyl carboxylation of  clotting factors II, VII, IX and X, Under carboxylation of clotting factors (e.g., des-gamma-carboxy prothrombin) ",carboxylation,Carboxin,0.7377232313156128
"Anticoagulant rodenticide interferes with carboxylation of Gla proteins in bone, Impairment of post-translational modification (carboxylation) of osteocalcin",Gla,Grifola,0.6894930601119995
"Anticoagulant rodenticide interferes with carboxylation of Gla proteins in bone, Impairment of post-translational modification (carboxylation) of osteocalcin",Gla,Gentiana,0.6455572843551636
"Anticoagulant rodenticide interferes with carboxylation of Gla proteins in bone, Impairment of post-translational modification (carboxylation) of osteocalcin",Gla,Matrix Gla Protein,0.6331890821456909
"Anticoagulant rodenticide interferes with carboxylation of Gla proteins in bone, Impairment of post-translational modification (carboxylation) of osteocalcin",bone,Bone and Bones,0.8553263545036316
"Anticoagulant rodenticide interferes with carboxylation of Gla proteins in bone, Impairment of post-translational modification (carboxylation) of osteocalcin",bone,Bone Matrix,0.7661657333374023
"Anticoagulant rodenticide interferes with carboxylation of Gla proteins in bone, Impairment of post-translational modification (carboxylation) of osteocalcin",bone,Bone Development,0.7419801354408264
"Anticoagulant rodenticide interferes with carboxylation of Gla proteins in bone, Impairment of post-translational modification (carboxylation) of osteocalcin",Impairment,Professional Impairment,0.6950513124465942
"Anticoagulant rodenticide interferes with carboxylation of Gla proteins in bone, Impairment of post-translational modification (carboxylation) of osteocalcin",Impairment,Cognitive Dysfunction,0.6502634286880493
"Anticoagulant rodenticide interferes with carboxylation of Gla proteins in bone, Impairment of post-translational modification (carboxylation) of osteocalcin",Impairment,Intellectual Disability,0.6324360966682434
"Anticoagulant rodenticide interferes with carboxylation of Gla proteins in bone, Impairment of post-translational modification (carboxylation) of osteocalcin",post-translational modification,"Protein Modification, Translational",0.7641080617904663
"Anticoagulant rodenticide interferes with carboxylation of Gla proteins in bone, Impairment of post-translational modification (carboxylation) of osteocalcin",post-translational modification,"Protein Processing, Post-Translational",0.7397501468658447
"Anticoagulant rodenticide interferes with carboxylation of Gla proteins in bone, Impairment of post-translational modification (carboxylation) of osteocalcin",post-translational modification,Protein Prenylation,0.6265681385993958
"Failure in gamma-glutamyl carboxylation of  clotting factors II, VII, IX and X, Under carboxylation of clotting factors (e.g., des-gamma-carboxy prothrombin) ",carboxylation,Carboxylic Acids,0.8078740835189819
"Failure in gamma-glutamyl carboxylation of  clotting factors II, VII, IX and X, Under carboxylation of clotting factors (e.g., des-gamma-carboxy prothrombin) ",carboxylation,Decarboxylation,0.7576199769973755
"Failure in gamma-glutamyl carboxylation of  clotting factors II, VII, IX and X, Under carboxylation of clotting factors (e.g., des-gamma-carboxy prothrombin) ",carboxylation,Carboxin,0.7377232313156128
"Anticoagulant rodenticide interferes with carboxylation of Gla proteins in bone, Impairment of post-translational modification (carboxylation) of osteocalcin",osteocalcin,Osteocalcin,1.0000001192092896
"Anticoagulant rodenticide interferes with carboxylation of Gla proteins in bone, Impairment of post-translational modification (carboxylation) of osteocalcin",osteocalcin,Osteonectin,0.7639248967170715
"Anticoagulant rodenticide interferes with carboxylation of Gla proteins in bone, Impairment of post-translational modification (carboxylation) of osteocalcin",osteocalcin,Osteogenesis,0.7347266674041748
"Activation, Glutamate-gated chloride channels",Activation,Activation Analysis,0.7367744445800781
"Activation, Glutamate-gated chloride channels",Activation,"Activation, Metabolic",0.7045129537582397
"Activation, Glutamate-gated chloride channels",Activation,Enzyme Activation,0.6919927597045898
"Activation, NADPH Oxidase",NADPH Oxidase,NADPH Oxidases,0.9637627005577087
"Activation, NADPH Oxidase",NADPH Oxidase,NADPH Oxidase 1,0.9289931654930115
"Activation, NADPH Oxidase",NADPH Oxidase,NADPH Oxidase 2,0.8820879459381104
"Decreased, Ovarian E2",Decreased,Down-Regulation,0.5955098867416382
"Decreased, Ovarian E2",Decreased,Deceleration,0.4938339293003082
"Decreased, Ovarian E2",Decreased,Down Syndrome,0.469460129737854
"Decreased, sodium conductance 2",sodium conductance,Sodium Channels,0.8341630697250366
"Decreased, sodium conductance 2",sodium conductance,NAV1.6 Voltage-Gated Sodium Channel,0.7794991731643677
"Decreased, sodium conductance 2",sodium conductance,NAV1.2 Voltage-Gated Sodium Channel,0.7791707515716553
"Decreased, Ovarian E2",Decreased,Down-Regulation,0.5955098867416382
"Decreased, Ovarian E2",Decreased,Deceleration,0.49383389949798584
"Decreased, Ovarian E2",Decreased,Down Syndrome,0.46946007013320923
"Decreased, Ionotropic GABA receptor chloride channel conductance",Ionotropic GABA receptor chloride channel conductance,Chloride Channels,0.7077943086624146
"Decreased, Ionotropic GABA receptor chloride channel conductance",Ionotropic GABA receptor chloride channel conductance,"Receptors, GABA",0.6976331472396851
"Decreased, Ionotropic GABA receptor chloride channel conductance",Ionotropic GABA receptor chloride channel conductance,GABAergic Neurons,0.6939418911933899
"Decreased, Ovarian E2",Decreased,Down-Regulation,0.5955098867416382
"Decreased, Ovarian E2",Decreased,Deceleration,0.49383389949798584
"Decreased, Ovarian E2",Decreased,Down Syndrome,0.46946007013320923
"Decreased, GABA release",GABA release,GABA Agonists,0.7828962802886963
"Decreased, GABA release",GABA release,GABA Agents,0.7827317714691162
"Decreased, GABA release",GABA release,"Receptors, GABA",0.7363808751106262
"Formation, Formation of hemoglobin adducts",Formation,Oxides,0.6075470447540283
"Formation, Formation of hemoglobin adducts",Formation,Chemical Precipitation,0.5544400811195374
"Formation, Formation of hemoglobin adducts",Formation,Growth,0.5437563061714172
"Formation, Formation of hemoglobin adducts",Formation,Oxides,0.6075470447540283
"Formation, Formation of hemoglobin adducts",Formation,Chemical Precipitation,0.5544400811195374
"Formation, Formation of hemoglobin adducts",Formation,Growth,0.5437563061714172
"Formation, Formation of hemoglobin adducts",hemoglobin,Hemoglobins,0.9252364635467529
"Formation, Formation of hemoglobin adducts",hemoglobin,Hemoglobin H,0.9242599010467529
"Formation, Formation of hemoglobin adducts",hemoglobin,Hemoglobin A,0.8884974718093872
"Decreased, Ovarian E2",Decreased,Down-Regulation,0.5955098867416382
"Decreased, Ovarian E2",Decreased,Deceleration,0.49383389949798584
"Decreased, Ovarian E2",Decreased,Down Syndrome,0.46946007013320923
"Decreased, Apoptosis (Epithelial Cells)",Apoptosis,Apoptosis,1.0
"Decreased, Apoptosis (Epithelial Cells)",Apoptosis,Apoptosis Regulatory Proteins,0.7783694863319397
"Decreased, Apoptosis (Epithelial Cells)",Apoptosis,Cell Death,0.7431824803352356
"Decreased, Apoptosis (Epithelial Cells)",Epithelial Cells,Epithelial Cells,1.0
"Decreased, Apoptosis (Epithelial Cells)",Epithelial Cells,Epithelium,0.9224358797073364
"Decreased, Apoptosis (Epithelial Cells)",Epithelial Cells,Epithelioid Cells,0.8598213195800781
"Increased, Inhibitory postsynaptic potential",Increased,Up-Regulation,0.6044554114341736
"Increased, Inhibitory postsynaptic potential",Increased,Cell Enlargement,0.5663297176361084
"Increased, Inhibitory postsynaptic potential",Increased,Acceleration,0.5250891447067261
"Increased, ER binding to DNA (classical pathway) ",ER,Eructation,0.5557717084884644
"Increased, ER binding to DNA (classical pathway) ",ER,Id,0.5433096885681152
"Increased, ER binding to DNA (classical pathway) ",ER,Eryngium,0.532862663269043
"Increased, ER binding to DNA (classical pathway) ",DNA,DNA,0.9999998807907104
"Increased, ER binding to DNA (classical pathway) ",DNA,"DNA, A-Form",0.8164534568786621
"Increased, ER binding to DNA (classical pathway) ",DNA,"DNA, Concatenated",0.8162723183631897
"Increased, ER binding to DNA (classical pathway) ",classical pathway,"Complement Pathway, Classical",0.6650631427764893
"Increased, ER binding to DNA (classical pathway) ",classical pathway,"Complement C3 Convertase, Classical Pathway",0.5808603763580322
"Increased, ER binding to DNA (classical pathway) ",classical pathway,Critical Pathways,0.5757989883422852
"Increased, Inhibitory postsynaptic potential",Increased,Up-Regulation,0.6044554114341736
"Increased, Inhibitory postsynaptic potential",Increased,Cell Enlargement,0.5663297176361084
"Increased, Inhibitory postsynaptic potential",Increased,Acceleration,0.5250891447067261
